full_title;link;location;start_day;start_month;start_year;end_day;end_month;end_year;tags;site;cd_day;cd_month;cd_year
22nd Nordic Conference on Computational Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350396;Turku;30;8;2019;2;9;2019;Computational Linguistics;https://nodalida2019.org/;31;4;2019
2nd International Conference on Child Foreign/Second Language Learning: Facing Heterogeneity in the Young Learner Classroom;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350477;Cracow;26;8;2019;28;8;2019;Applied Linguistics, Discourse Analysis, Language Acquisition, Psycholinguistics;http://childrenforeignlanguageconferenceeng.weebly.com;30;2;2019
3e CongrØùs europØ©en de la FIPF _á franØ_ais, passion pour demain ! _à;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353476;Athens;4;8;2019;8;8;2019;Applied Linguistics, Language Acquisition, Ling &amp, Literature, Sociolinguistics, Translation;http://athenes2019.fipf.org/;15;0;2019
3rd Experimental Pragmatics in Italy Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348536;Cagliari;19;8;2019;20;8;2019;Cognitive Science, Neurolinguistics, Philosophy of Language, Pragmatics, Psycholinguistics;None;None;None;None
3rd International Workshop on the History of Speech Communication Research;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356436;Vienna;13;8;2019;14;8;2019;History of Linguistics, Phonetics, Phonology;None;None;None;None
4th Bremen Conference on Multimodality;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344796;Bremen;25;8;2019;27;8;2019;Cognitive Science, Discourse Analysis, General Linguistics, Linguistic Theories, Text/Corpus Linguistics;http://www.unihb.eu/BreMM19;5;11;2018
5th ESTIDIA Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352776;Naples;19;8;2019;21;8;2019;Anthropological Linguistics, Applied Linguistics, Discourse Analysis, General Linguistics, Sociolinguistics;None;None;None;None
5th International Symposium on Place Names 2019: Recognition, Regulation, Revitalisation: Place Names and Indigenous Languages;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356576;Clarens;18;8;2019;20;8;2019;Anthropological Linguistics, Applied Linguistics, Historical Linguistics;http://www.ufs.ac.za/2019-ispn;4;2;2019
5th Learner Corpus Research Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342636;Warsaw;12;8;2019;14;8;2019;Applied Linguistics, Computational Linguistics, Language Acquisition, Text/Corpus Linguistics;https://lcr2019.ils.uw.edu.pl/;20;0;2019
6th International Conference ‚«òCross-Curricularity in Language Education‚«∏;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348936;Krotoszyn;12;8;2019;14;8;2019;Applied Linguistics;http://zsp1krotoszyn.pl/wp-content/uploads/2018/10/English-version-2.pdf;15;7;2019
6th International Language Management Symposium: Re-exploring the Management of Intercultural Interactions at the Macro and Micro Levels;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348776;Ritsumeikan University, Kyoto;9;8;2019;10;8;2019;Applied Linguistics;http://languagemanagement.ff.cuni.cz/symposia;2;1;2019
8th Biennial International Conference on the Linguistics of Contemporary English;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344076;University of Bamberg;26;8;2019;28;8;2019;Applied Linguistics, Cognitive Science, General Linguistics, Linguistic Theories, Sociolinguistics;https://www.uni-bamberg.de/en/eng-ling/biclce-2019/;None;None;None
Croatia and Croatians in Past and Present Networks;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340516;Sydney;19;8;2019;21;8;2019;Applied Linguistics, General Linguistics, Historical Linguistics, Ling &amp, Literature, Sociolinguistics;http://www.croatianstudiesfoundation.com.au/uncategorized-en/croatia-and-croatians-in-past-and-present-networks-the-international-conference-on-the-35;15;3;2019
Disfluency in Spontaneous Speech with a special day on (Dis)Fluency in Children‚«∏s Speech;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343276;Budapest;12;8;2019;14;8;2019;Language Acquisition, Phonetics, Psycholinguistics;None;None;None;None
Europhras 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356756;Malaga;25;8;2019;27;8;2019;Computational Linguistics;None;None;None;None
Experimental Approaches to Perception and Production of Language Variation;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352576;MØÄnster;26;8;2019;28;8;2019;General Linguistics;https://www.uni-muenster.de/INP/internationales/exapp2019.html;31;0;2019
Fifth International Conference on Onomastics ‚«ªName and Naming‚«é. Multiculturalism in Onomastics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343516;Baia Mare;3;8;2019;5;8;2019;Applied Linguistics, Psycholinguistics, Sociolinguistics;None;None;None;None
Henry Sweet Society Annual Colloquium;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349536;Edinburgh;4;8;2019;7;8;2019;History of Linguistics;http://www.henrysweet.org/colloquia/colloquium-2019-edinburgh/;1;2;2019
Interactive Workshop on Measuring Language Complexity;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353336;Freiburg;12;8;2019;13;8;2019;Computational Linguistics, Language Acquisition, Psycholinguistics, Text/Corpus Linguistics, Typology;http://www.christianbentz.de/MLC2019_index.html;31;11;2018
International Symposium of Morphology / Symposium international de morphologie;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350096;Paris;26;8;2019;27;8;2019;Morphology;http://drehu.linguist.univ-paris-diderot.fr/ismo-2019/;31;2;2019
International Workshop on Functional Discourse Grammar: Interfaces in FDG;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349036;Oviedo;12;8;2019;13;8;2019;Linguistic Theories;http://www.functionaldiscoursegrammar.info/;15;0;2019
Klaara Conference 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344996;Helsinki;19;8;2019;20;8;2019;General Linguistics;None;15;2;2019
Linguistic Standards in Romance FL Teaching;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355776;Kassel;29;8;2019;2;9;2019;Applied Linguistics, Phonology, Pragmatics, Text/Corpus Linguistics;https://www.uni-kassel.de/fb02/institute/romanistik/fachgebiete/romanische-sprachwissenschaft/romanistentag-2019/sektionen/sektion-20.html;31;11;2018
Modern Mythologies;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331976;London;19;8;2019;21;8;2019;Ling &amp, Literature;http://www.lboro.ac.uk/departments/aed/staff-research/research-groups/artsinthepublicsphere/;30;4;2019
Names in Motion | Bewegte Namen;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344596;MØÄnster;11;8;2019;13;8;2019;Historical Linguistics, Phonology, Pragmatics, Sociolinguistics, Writing Systems;https://tinyurl.com/bewegtenamen;30;3;2019
Pronunciation in Second Language Learning and Teaching 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351016;Flagstaff, Arizona;12;8;2019;14;8;2019;Applied Linguistics;https://psllt2019nau.wordpress.com/;15;3;2019
Protolang 6;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350478;Lisbon;9;8;2019;12;8;2019;Linguistic Theories;https://sites.google.com/view/protolang-6/;1;1;2019
Recent Advances in Natural Language Processing;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356356;Varna;2;8;2019;4;8;2019;Computational Linguistics;http://lml.bas.bg/ranlp2019/firstCfP.php;15;4;2019
SDAS 2019: A Hundred Years, A Thousand Meanings;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355596;Ljubljana;19;8;2019;21;8;2019;Applied Linguistics, Ling &amp, Literature, Sociolinguistics, Translation;http://sdas.ff.uni-lj.si/;25;1;2019
Sinn und Bedeutung 24;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351796;OsnabrØÄck;4;8;2019;7;8;2019;Neurolinguistics, Pragmatics, Psycholinguistics, Semantics, Syntax;https://sites.google.com/site/sinnundbedeutung24/;10;2;2019
Theoretical Issues in Sign Language Research Conference 13;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339117;Hamburg;26;8;2019;28;8;2019;General Linguistics;http://www.tislr.de;15;11;2018
Translation in Transition 4;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344256;Barcelona, Catalonia;19;8;2019;20;8;2019;Discourse Analysis, Text/Corpus Linguistics, Translation;https://eventum.upf.edu/go/tit4;31;0;2019
UK Language Variation and Change 12;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353816;London;3;8;2019;5;8;2019;Anthropological Linguistics, Historical Linguistics, Sociolinguistics;https://uklvc12.qmul.ac.uk/;15;2;2019
XXXVI. Romanistentag 2019 ‚«í Sektion 16: Rekonstruktion und Erneuerung romanischer Regional- oder Minderheitensprachen im Zeitalter der Digital Humanities;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353856;Kassel;29;8;2019;2;9;2019;General Linguistics, Sociolinguistics, Text/Corpus Linguistics;http://romanistik.de/aktuelles/3501;31;11;2018
21st Inuit Studies Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352236;Montreal, Quebec;3;9;2019;6;9;2019;General Linguistics;http://inuitstudies2019.ca;1;2;2019
35th South Asian Language Analysis Roundtable;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350236;Paris;29;9;2019;31;9;2019;General Linguistics;https://sala-35.sciencesconf.org/;15;0;2019
4th English for Healthcare Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352136;Universitat Jaume I, Castello de la Plana, Spain;3;9;2019;4;9;2019;Applied Linguistics;http://www.ealthy.com;31;0;2019
4th Workshop on Sound Change;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331556;Salamanca;18;9;2019;18;9;2019;Historical Linguistics, Phonetics, Phonology, Typology;None;31;11;2018
5th SaarbrØÄcken Conference on Foreign Language Teaching;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337036;SaarbrØÄcken;29;9;2019;31;9;2019;Applied Linguistics, Discourse Analysis, Language Acquisition, Linguistic Theories, Psycholinguistics;https://5saarbrueckerfremdsprachentagung.blogspot.com/search/label/1%20English;31;7;2019
6th ICLHE Conference: Multilingualism and Multimodality in Higher Education;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354676;CastellØ∂n;15;9;2019;18;9;2019;Applied Linguistics;http://iclhe.uji.es/;30;0;2019
CatØ©gorisation claire vs approximative : Øä la recherche d‚«∏indices de diffØ©renciation;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350276;Strasbourg;3;9;2019;4;9;2019;General Linguistics, Neurolinguistics, Psycholinguistics, Typology;https://clap19.sciencesconf.org/;31;2;2019
Clear vs Approximate Categorization: Searching for Signs of Differentiation;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354016;Strasbourg;3;9;2019;4;9;2019;General Linguistics, Psycholinguistics, Semantics, Text/Corpus Linguistics;http://clap19.sciencesconf.org/resource/page/id/5;31;2;2019
Colloque de Syntaxe et SØ©mantique Øä Paris;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356716;Paris;2;9;2019;4;9;2019;Computational Linguistics, Linguistic Theories, Pragmatics, Semantics, Syntax;http://www.cssp.cnrs.fr/cssp2019/index_en.html;1;3;2019
ICODOC 2019: Emotion, Empathy, Affectivity. Subjects and their Subjectivity through Linguistic and Educative Practices;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355496;Lyon;7;9;2019;9;9;2019;Discipline of Linguistics;https://icodoc.sciencesconf.org/;13;0;2019
I Encuentro Latinoamericano de Interfaces Gramaticales;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356056;Mendoza;10;9;2019;12;9;2019;Neurolinguistics, Pragmatics, Psycholinguistics, Semantics, Syntax;None;1;6;2019
International Conference on Verbal Humor;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349736;University of Alicante (San Vicente del Raspeig);23;9;2019;25;9;2019;Applied Linguistics;http://griale.dfelg.ua.es/cihv2019/en/homepage/;31;0;2019
Les idØ©ologies linguistiques dans la presse Ø©crite : l‚«∏exemple des langues romanes;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344876;Messina;23;9;2019;25;9;2019;Anthropological Linguistics, Sociolinguistics;https://ilpe4unime.wixsite.com/messina;15;1;2019
Lexicon and Genre Boundaries;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345897;Bayonne, Basque Country;10;9;2019;12;9;2019;Applied Linguistics, Discourse Analysis, Language Acquisition, Lexicography, Ling &amp, Literature;None;15;9;2018
Metadiscourse across Languages and Contexts;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352256;Chang Chun, Jilin;18;9;2019;20;9;2019;Applied Linguistics, Discourse Analysis;http://metadiscourse.jlu.edu.cn;18;4;2019
2nd International Colloquium on Plurilingualism;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=327376;Udine;14;10;2019;15;10;2019;Sociolinguistics;https://www.uniud.it/it/ateneo-uniud/ateneo-uniud-organizzazione/altre-strutture/centro-internazionale-plurilinguismo/convegni-ceip;30;3;2019
A Psycholinguistic Approach to Construction Figures;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355616;Paris;22;10;2019;22;10;2019;Ling &amp, Literature, Neurolinguistics, Psycholinguistics, Syntax;http://psychofigures.sciencesconf.org;1;2;2019
Bayerisch-Ø_sterreichische Dialektologentagung;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341976;Salzburg;7;10;2019;9;10;2019;General Linguistics, Sociolinguistics;https://www.uni-salzburg.at/index.php?id=210500;31;9;2018
Conference on Mediterranean Linguistic Anthropology;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341537;To Be Advised;27;10;2019;30;10;2019;Anthropological Linguistics;https://comela.me/;15;2;2019
Contemporary Approaches to Legal Linguistics - 1st international conference of the Austrian Association for Legal Linguistics;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345736;Vienna;8;10;2019;10;10;2019;Applied Linguistics;http://oegrl.com/index.php/conference-2019/;1;6;2019
Metalinguistic Discourses 3;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356157;University Paris 13;7;10;2019;8;10;2019;Linguistic Theories;https://pleiade.univ-paris13.fr/events/appel-a-communications-les-discours-metalinguistiques-3/;15;1;2019
Tense, Aspect and Modality in L2, Huelva 2019;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355357;Huelva;21;10;2019;22;10;2019;Applied Linguistics, Language Acquisition, Linguistic Theories, Semantics, Text/Corpus Linguistics;http://eventos.uhu.es/27735/detail/tense-aspect-and-modality-in-l2-taml2.html;1;3;2019
7th New Zealand Discourse Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=328256;Wellington;3;11;2019;6;11;2019;Discourse Analysis, Sociolinguistics, Text/Corpus Linguistics;None;None;None;None
Conference on Asian Linguistic Anthropology 2020;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355856;Bintulu, Sarawak;5;1;2020;8;1;2020;Anthropological Linguistics, General Linguistics;http://cala2020.upm.edu.my;9;3;2019
Myth-making and Myth-busting in and about Late Modern English;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335996;Ragusa;7;4;2020;9;4;2020;Historical Linguistics;http://www.sdslingue.unict.it/lmode7;31;7;2019
International Conference on English Historical Linguistics - 21;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349896;Leiden;8;5;2020;12;5;2020;Historical Linguistics;None;None;None;None
Kontrastive Pragmatik;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=315976;Palermo;26;6;2020;2;7;2020;Applied Linguistics, Pragmatics;http://ivg2020.unipa.it/;None;None;None
XIV. Kongress der Internationalen Vereinigung fØÄr Germanistik;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=316856;Palermo;26;6;2020;2;7;2020;None;None;None;None;None
Methods in Dialectology XVII;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331776;JGU Mainz;3;7;2020;7;7;2020;Discipline of Linguistics, General Linguistics, Sociolinguistics;None;None;None;None
6th Prescriptivism Conference;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334176;Vigo;24;8;2020;26;8;2020;Historical Linguistics, Ling &amp, Literature, Sociolinguistics;None;None;None;None
